text	emotion	language
Δεν μπορούσα να είμαι σίγουρος ότι το διαμέρσμά σου ήταν ασφαλές.	4	Greek
Με συγχωρείτε.	1, 6	Greek
Πως πάνε τα πράγματα;	2	Greek
- Τί στα κομμάτια είναι αυτό;	1	Greek
- Ωραίος κόσμος.	5	Greek
Ναι... Αλλά θα κερδίσετε.	2	Greek
- Φύγε!	1	Greek
Εγώ το ήξερα, αλλά τι έκανα;	6	Greek
- Με δουλεύεις;	1, 7	Greek
Ίσως με δαγκώσεις.	4	Greek
Koιτάξτε τι έκαναν... Eίναι εγκληματίες.	3	Greek
- Είναι εντάξει.	8	Greek
Ότι το ξέχασε.	6, 7	Greek
Η καταραμένη CIA τώρα;	2	Greek
Γιατί σταμάτησες;	7	Greek
- Αυτό δεν είναι αλήθεια..	1, 4	Greek
Μην αφήσεις κανέναν να σου πει το αντίθετο.	5, 8	Greek
Στη συνέχεια, θα απαλλαγείτε από μένα.	4	Greek
Δεν είμαι ο μόνος που δραπέτευσε εδώ.	2	Greek
- Βόμβα;	4	Greek
Κόψτε το! Σταματήστε!	1, 6	Greek
Είναι κι αυτός στο κόλπο.	2, 8	Greek
Πήρα μια νέα μαμά και ο μπαμπάς και είναι τόσο ωραίο.	5, 8	Greek
- Δεν νιώ8ω πόνο.	5	Greek
Στάση κοντά.	4	Greek
-Θα σας ταράξω στις μηνύσεις!	1	Greek
Ίσως γι 'αυτό ο Λένι, ο αδερφός μου δεν υπέκυψε.	6, 7, 8	Greek
Μα αυτοί είναι εγκληματίες. Είναι μανιακοί.	7	Greek
Μπουρμπουάρ το λες αυτό, ξεφτυλισμένε;	1, 3	Greek
Πλάκα κάνεις;	7	Greek
Στρατιωτικός νόμος. - Εντάξει, μπύρα.	4	Greek
Ο κλόουν δουλεύει για τον Λομπίνο;	3	Greek
Είμαι λίγο αγχωμένος για τις αυριανές εξετάσεις.	2, 4	Greek
Πoτέ δε θα σας κάρφωνα. Aφoύ σας αγαπώ, παιδιά!	4, 8	Greek
Όσκαρ, τό τηλέφωνο!	1, 2	Greek
Θέλω να δω τι ακριβώς είναι.	2	Greek
Θυμάσαι ποιες αμαρτίες;	2	Greek
Όχι άλλες ερωτήσεις.	1	Greek
Βλέπω οτι αισθανόμαστε καλύτερα.	5, 7	Greek
- Το Καίην είναι ένα πλωτό λάθος.	8	Greek
Εχει δικιο. Δεν ειναι κακο να τρως σκυλο.	5, 7, 8	Greek
Κοψτε το! Θα σταματησετε;	1	Greek
-Είμαι εδώ για να κάνω διάλογο.	2, 3, 8	Greek
Ελα Dale,.	1	Greek
- Το εννοούμε, χωρίς πλάκα.	2, 5, 7, 8	Greek
- Κάθε μέρα κάνεις το ίδιο. Το συνηθισμένο;	2	Greek
- Τι ήταν ποιο;	7	Greek
Το σημείο είναι, δίνεις τα χρήματα στον τύπο, αυτος πηδά στο κρεβάτι.	2	Greek
"ΑΝ ΘΕΛΕΙΣ ΝΑ ΞΑΝΑΔΕΙΣ ΤΗΝ ΓΥΝΑΙΚΑ ΣΟΥ ΚΑΙ ΤΟ ΠΑΙΔΙ ΣΟΥ ΞΑΝΑ ΘΑ ΣΟΥ ΚΟΣΤΙΣΕΙ 100,000$ ""ΘΕΙΟΣ ΜΑΡΤΥ"""	1	Greek
Aυτό τo κτίριo θα γίνει τo σπίτι τoυ νέoυ Nτιτρόιτ.	2, 5	Greek
Με ανησυχησες για μια στιγμη.	4, 7, 8	Greek
- Για ποιο λόγο;	7	Greek
Σκέφθηκες ποτέ ότι ο πρίγκηπας ψάχνει παντού τήν Σταχτοπούτα... μόνο καί μόνο νά τής φορέσει τό παπούτσι;	1	Greek
Αυτό είναι κερασμένο.	7	Greek
...μην μας παραδώσεις στην πίκρα του αιώνιου θανάτου...	4	Greek
Θα της βγάλω το φίμωτρο.	1, 2	Greek
Όχι, έτσι.	1	Greek
Δεν ξέρω!	1	Greek
Ίσως να μην θέλεις να το παραδεχτείς, αλλά μ 'αγαπάς.	6	Greek
Πιες ένα ποτό, Μπάρλι.	1	Greek
Φοράει παντελόνια, αλλά πάντα βγάζει τα εσώρουχα της!	7	Greek
Είναι δολοφόνοι!	1	Greek
Αν θέλεις να ξέρεις, ήμουν και'γω στο Γούντστοκ.	1	Greek
Δε θέλω τέτοια, Ευγνωμοσύνη!	1	Greek
Έχεις δίκιο.	2	Greek
- Αποκλείεται!	8	Greek
Ήμουν κι εγώ κάποτε, ένας άθλιος τύπος, σαν κι αυτούς που βλέπετε εκεί πέρα.	3, 6	Greek
Θέλεις ένα; Πήγαινε κλέψε ένα για πάρτη σου.	8	Greek
Δεν λέω άλλη κουβέντα μέχρι να τον δω.	8	Greek
Έξυπνοι διάβολοι!	8	Greek
Απλώς μεθούσε και κοίταζε.	3	Greek
Δεν έχω ξαναδεί τη χνουδόμπαλα έτσι. Τζούνιορ, έλα.  Θέλω να γνωρίσεις τον Πόλλυ.	8	Greek
Αν το ξανακάνεις, θα χάσεις το ένα άκρο σου.	1, 4	Greek
- 20 κόμβοι μέσα στο λιμάνι;	7	Greek
Σκέφτομαι,τακατάφερα.	8	Greek
Δεν έφαγες τίποτα.	1	Greek
Καλώς!	4, 8	Greek
Έχω βάλει παντού. Λες να μην ξέρω το σχέδιό σου;	1, 3, 7	Greek
Να σου θυμίσω ότι χάσαμε δύο κατήγορους σε μια μέρα.	1	Greek
Δοκίμασε! Θα σου καθαρίσει το κεφάλι σου.	5	Greek
Αυτό θέλετε;	2, 4	Greek
Τα Διαμερίσματα στο Μανχάταν είναι εξωφρενικά ακριβά.	1	Greek
Πιες ένα ποτό με τον λαουτζίκο.	3	Greek
Νομίζεις ότι προσλήφτηκα γιατί με πήδηξε κάποιος μεγάλος.	1	Greek
Θα σας κακολογήσουν και στον Τύπο.	4	Greek
- Τις ξέρω αυτές τις ιστορίες.	3	Greek
Κρίμα, ε;	1, 6	Greek
Χάσαμε μολις έναν καλό φιλαράκο.	5, 8	Greek
Δεν έβγαζα το νοίκι μου.	6	Greek
-Καλύτερα;	1, 2, 3	Greek
Πάντα ήξερα ότι υπήρχε κάτι περίεργο με αυτόν τον τύπο. Τι είναι αυτά που λες;	4	Greek
- Ξέρω. - Σε περίμενα την Τρίτη.	1, 6, 7	Greek
- Πως είσαι;	2	Greek
Δυναμίτη είχε;	7	Greek
- Ληστές;	8	Greek
Σίγουρα δε σε ενοχλούμε;	4	Greek
Το έκανα.	5, 6	Greek
Μπορώ να καθίσω.	2	Greek
Μαθαίνουν γρήγορα.	2, 5, 8	Greek
Δεν πάνες;	7	Greek
Περίεργο, ο αδελφός μου δεν οδηγάει έτσι.	7	Greek
- Τι είναι αυτό;	7	Greek
Με δουλεύεις;	5, 7, 8	Greek
Το ορκίζομαι στον τάφο μου.	3	Greek
Ώστε, είσαι ο Μάντερσον.	7	Greek
- Σε προειδοποιώ, Τζον!	1	Greek
Γουίλι. φαίνεσαι ανήσυχος.	4, 6	Greek
Ο τύπος αρχίζει να μιλάει, τότε ο αδελφός πιάνει ένα απ' αυτά. Τον πυροβολεί στη μάπα.	1, 3, 8	Greek
Φάτε όλα στιφάδο σας, παιδιά.	5, 8	Greek
Θα μου λείψεις.	6	Greek
Σε στέλνω πίσω στην κόλαση.	1	Greek
- Είναι κλέφτης. Μου'κλεψε κάτι!	1	Greek
Συγγνώμη.	3, 4, 6	Greek
Ρίξε το ρόπαλο, Τζούνιορ!	3	Greek
- Ξέρω αυτά τα παιδιά από το νηπιαγωγείο.	8	Greek
Μα γιατί το κάνεις; Αυτή μόνο προβλήματα θα μας δημιουργήσει.	6	Greek
- Ναι, καλά, και ποιος ήξερε;	1	Greek
Θες μήπως να μοιραστείς εσύ τη ζωή σου με τον Σούτερ;	2	Greek
- Εεε, συγνώμη γι' αυτά που έγιναν πάνω. Μα όταν βλέπω ένα γλυκό προσωπάκι, απλά πρέπει να το φιλήσω.	4	Greek
Μην προσπαθείς να αλλάξεις θέμα.	1	Greek
Πολύ φιλικό από μέρος σου.	5, 7	Greek
Δεν μπορώ να αφήσω να συμβεί ξανά.	1, 3, 6	Greek
Με τάση να κυνηγά τους κατωτέρους του για ασήμαντες λεπτομέρειες;	1, 2	Greek
Τι; Του έδωσαν χάρη;	2, 5	Greek
- Γεια σου, κούκλα.	5, 8	Greek
- Απ' αυτόν το έμαθα.	2, 5	Greek
Junior!	5	Greek
Είχα χε ... φοβηθεί πολύ.	4	Greek
Δε θυμάστε μια συζήτηση που είχατε με τον ανθυποπλοίαρχο Χάρντιγκ;	2	Greek
- Ναι, ήθελα να σου μιλήσω.	2, 8	Greek
Ξέρεις ότι έχω βρεθεί σε εμπόλεμη ζώνη; Έχω δεχτεί πυρά.  Το συνειδητοποιείς;	1, 6, 8	Greek
Λυπάμαι για σας.	6	Greek
Ο ξοφλημένος έχει μισή ώρα να βρει χρήμα και να ξαναμπεί στο παιχνίδι.	1	Greek
Ο διαπραγματευτής είναι στον δρόμο, κύριε.	2, 4	Greek
Πειράζει αν ρίξω μια ματιά στο διαβατήριό σου; 'φησε τον ήσυχο Τζέιμς.	7	Greek
Δεν υπάρχει κανένας λόγος για να με κυνηγήσουν.	3	Greek
- Ελπίζω ότι θα πεθαίνει απο πνευμονία.	1	Greek
Σκάστε!	1, 3	Greek
Τά φορούσε απόψε.	7	Greek
Για τι πράγμα με κατηγορείς;	1	Greek
- Λέγεται αστική καταστροφή.	6	Greek
Εκτός από αυτά, δεν είναι παράξενο το ότι έγιναν αυτοχειριαστικοί.	1, 3, 6	Greek
Λίγο μεγαλύτερο χαμόγελο.	1	Greek
Όπως το περίμενα.	3, 4, 8	Greek
Δεν είμαι ηλίθια, Κύριε Κόφιλντ.	1	Greek
Δεν έχω λάβει εκπαίδευση μάχης, δε νομίζω...	4	Greek
Πώς μπορώ να σε βοηθήσω?	5	Greek
Kυρίες και κύριoι, με μεγάλη μoυ χαρά... σας παρoυσιάζω τov Pόμπoκoπ 2.	5	Greek
Για δες, δίκιο έχεις.	2	Greek
Εγώ θέλω να πιώ.	2	Greek
Πηγαίνετε!	1	Greek
Δεν μ' έκανες να βαρεθώ.	7	Greek
- Υπάρχουν κάποια πτώματα.	4, 7	Greek
- Φουκαριάρη. Έλα εδώ.	1, 3	Greek
Κράτησα το στόμα μου κλειστό για να μην τους μπλέξω.	6	Greek
Δεν έχουμε ενάγοντα.	1, 4, 6	Greek
- Επάνω του.	2	Greek
Ξέρεις ότι θα γίνω Πρόεδρος.	1	Greek
Τώρα μιλάει λογικά!	8	Greek
προετοιμασια για κινηση.	2, 8	Greek
- Εγώ δέν βλέπω τίποτα τώρα. - Σού είπα διαφέρει από τούς άλλους.	5, 8	Greek
Όχι, θα σου έχω υποχρέωση.	2	Greek
Θα ήσουν δύσκολος αντίπαλος.	8	Greek
- Και το κυριότερο, τι θέλω εγώ εδώ;	1, 3	Greek
Χριστέ μου.	4, 7	Greek
Καλά. Κλείσε μια συνάντηση.	2	Greek
Τόσο χρήμα και μένει σ`αυτό το αχούρι. Κατεστραμμένα αμάξι και λεωφορεία...	6	Greek
Μην αφήσεις τον μπάτσο να ξεφύγει.	1, 3	Greek
Ξέρω ότι ακούγεται παράξενο... Δεν θα ήθελα να είμαι κάπου αλλού.	5, 8	Greek
Είσαι εντάξει, μια χαρά.	8	Greek
Υπάρχει δικαστικός φάκελος για την υπόθεση;	2	Greek
Δωσε του κινινο και σταματα να παριστανεις τη Φλορενς Ναϊτινγκεϊλ.	1	Greek
Με προσπερνάνε όλη μέρα, Κιντ.	1	Greek
Ο τρόπος πού καταλάβαμε αμέσως ότι δέν θά χωρίσουμε ποτέ.	5, 8	Greek
Θα σε προστατέψω εγώ.	2, 4, 5, 8	Greek
Η μικρή Λόρι σε μισεί!	1	Greek
Είμαι ακόμα φορώντας παπιγιόν, έτσι μπορώ να μοιάζει ακριβώς όπως σας.	8	Greek
Δεν είναι Θεός.	3	Greek
Υπέροχος. Έλα εδώ.	6	Greek
-'Eνας στo καθένα;	2	Greek
Θα σας πουν, αφού ξεκινήσετε.	1	Greek
Πρέπει να μιλήσω στον κύριο Σκοτ Μπλερ.	2	Greek
- Τι θα κάνεις εκεί;	7	Greek
Κλείνω τώρα, γιατί πρέπει να πάω να τους σκοτώσω.	1, 3	Greek
Βλέπω λευκό αφράτα σύννεφα ...	5	Greek
Αυτό το υπέροχο κτήριο θα είναι το κέντρο ηγεσίας για το νέο Ντιτρόιτ.	2, 5	Greek
Είμαι έτοιμη, κ. Ντοζ.	2	Greek
Koιτάξτε τι έκαναν...	3	Greek
- Υποτίθεται πως θα την ξέμπλεκες.	6	Greek
- Γεια σου, σημαιοφόρε.	2	Greek
Θέλετε ένα χαριτωμένο μικρό βρέφος.	2	Greek
Εκείνος, δεν είναι αυτός που ψάχνεις.	3, 6	Greek
Ήταν πόρνη και το παρουσίασε απίθανο.	3, 6	Greek
- Ήρθα να σας πω ότι λάβαμε το μήνυμα.	6, 8	Greek
΄Οχι, δεν είμαι για πάρτι.	1, 6	Greek
Θα αρχίζεις να τρέμεις σύντομα, Άντζι.	4	Greek
Σε σέβομαι, αφεντικό.	4, 8	Greek
Τα έχει σκεφτεί όλα.	5	Greek
-Σήμερα απλώς ξηλώνουμε αυτά τα σκατά.	1	Greek
Προσπάθησε να με σκοτώσει.	1, 3	Greek
Ο καπετάνιος έχει μοναχική δουλειά. Δεν είναι εύκολο ν' αποφασίζεις.	6	Greek
Είναι άλλη μια μικρή υπενθύμιση του γιατί κάναμε το κόλπο.	1, 2	Greek
Δεν δουλεύει το τιμόνι, καπετάνιε.	7	Greek
Το χειρότερο θα είναι να φας σ'ένα καλό εστιατόριο.	2, 5	Greek
Όλοι αξίζουν κάτι καλύτερο!	1, 2, 5	Greek
Όλα θα πάνε καλά.	2, 8	Greek
ξέρεις... Είναι το αγαπημένο θέμα ενός άντρα.	2, 5	Greek
Και τώρα, αν ποτέ...	2, 5, 8	Greek
Οι βοηθοί της κουζίνας έφαγαν τις φράουλες.	1	Greek
Gee, Roy.	1	Greek
Εγώ μόνο με το ζόρι θα διάβαζα μαθηματικά.	1	Greek
Καλύτερα να πας μέσα.	2, 8	Greek
Κάτω!	4	Greek
- Δεν είναι τίποτα.	6	Greek
Οπότε τώρα ήρθε η ώρα να πληρώσεις για τις πράξεις σου.	1, 4	Greek
Θα πληρώσετε τoυς αστυνoμικoύς για να γυρίσoυν στη δoυλειά;	2	Greek
-Ετοιμάζομαι να επιστρέψω στο Ρέιμπερν.	2	Greek
Ωραίο πράμα.	5	Greek
Ένα κανονικό πλοίο θα υπέφερε με πολλές ζημιές.	5	Greek
